13235.6134283,4475.1101523,12796.1188069,29092.5703667,19299.5938826,30693.9020004,5845.39622249,22536.0033402,0,6
21189.3888201,730.543021464,19594.6648982,20083.3319121,28116.9123704,21887.2048911,39567.480809,31204.9383439,0,7
13518.1263926,5898.53773887,31717.1915183,25859.9891399,22400.0345711,21981.495579,22472.747733,28704.8849661,0,6
17347.555344,9290.96436989,22299.3861058,11674.1161244,22130.2510975,18081.0374342,26651.9032051,19433.0140629,0,7
20678.6364439,5674.93792214,13693.5924639,18474.0876466,33127.7776995,27073.5988634,21973.5428188,22345.6381005,0,6
16297.0400059,4515.75442804,21522.3164768,19565.7008564,15088.6069318,11698.0170729,35493.0431912,34660.9530398,0,7
14923.4666287,9865.16563097,18793.7296434,19377.0749846,35494.0723621,30247.7481294,22174.5950195,40065.0284698,0,6
18609.0859366,18087.1453103,14500.8841683,12871.4820368,16833.2012288,38178.8215788,31711.3496571,28623.8303362,0,7
11313.092847,6316.56094919,15310.2468325,18179.717487,28766.0341605,28372.7998621,29423.2705482,20233.7412633,0,6
21725.9176878,-1200,20758.9526659,23374.6249834,21442.2685806,14372.8080766,27506.2422255,31912.050601,0,7
14288.2252332,4522.4877256,27317.8497283,20831.5938761,20123.6584774,20881.1001683,46172.9592395,19625.4045779,0,6
10751.5594658,4394.53431035,11826.6263677,25850.1949135,30895.4508792,23999.2291178,31138.8997513,15153.819259,0,7
11937.7964662,3094.01142055,22219.6723247,18660.1947094,24122.4734567,26211.3339028,18815.911343,21922.9566003,0,6
27805.8181203,-1200,27993.7893721,24824.5331643,12129.430065,31268.6736723,20063.784086,34106.2475983,0,7
17191.5142111,3916.75295874,24264.3751709,17175.5423658,15854.1721934,28592.7138906,13275.9738611,25992.7267846,0,6
16177.7746167,5971.44663464,17270.3968754,20928.768829,31263.6003484,37331.4664723,18418.52379,24394.4108369,0,7
22119.7422599,2297.95217178,15554.1611955,16056.7008068,23569.5581357,20251.3130474,21660.7857652,24087.6162539,0,6
24505.6688508,6682.33347291,25170.7831396,18731.0483615,21044.0245772,27512.9062105,31393.5947654,37078.6119604,0,7
16584.8101541,926.076338789,25143.4465887,37795.3752129,34268.76719,36743.4995328,16348.6832726,17107.9832184,0,6
19493.2474574,1073.83823991,24082.3397345,15667.256848,16516.5654808,41346.4665171,38214.7307787,35069.7766339,0,7
16791.2065639,2520.41640813,22617.4044008,6514.98825972,23275.2603394,31407.1848493,23517.4593772,29517.6513513,0,6
12938.5766497,4992.19879145,10664.6336283,17822.3961589,29223.1220133,32134.0737826,25671.7726833,9907.4536156,0,7
7767.04952476,2572.79206367,15405.4642232,21869.9673658,17958.1927222,15186.2347338,6400.82976089,24645.7219505,0,6
21286.7676492,7887.85358783,13911.6066563,32623.7648768,414.089337026,26291.6403587,22712.8209306,8130.84877128,0,7
13911.977929,4913.07855118,18488.4698933,29291.6834934,13180.1155242,25482.6407093,12770.8400688,33000.4172427,0,6
14679.799565,12475.5772184,11593.5615842,15746.1955931,14149.0736913,32212.0285827,15678.3291732,32052.3083121,0,7
16681.7154968,891.875175166,21903.6467609,21643.9605526,27559.6618402,29198.4576195,40249.8760792,24525.8764789,0,6
25546.0416929,-1200,29122.4972213,17657.7776115,24770.258512,22969.2274929,30395.0126919,27872.8860218,0,7
16202.9416898,3512.82961091,24129.2187208,8712.64926725,29855.5707979,24407.2589513,13818.8355529,26811.8536708,0,6
11594.959208,8102.56785974,24497.9886842,12253.0251168,20114.6031837,25521.0440471,19353.4879409,19987.0124586,0,7
15675.8797509,3151.01657249,21699.8304432,29782.0083437,39525.0895941,30105.647291,31354.9993617,20422.574771,0,6
24403.6879023,-1200,22396.2454975,16351.2677311,21993.0830825,23249.5613971,19215.352508,12122.313903,0,7
13320.0429923,8361.89049894,10848.5180334,27372.5435656,9014.16857988,25606.5440695,29269.4628907,16187.001999,0,6
16558.333091,1482.32676464,5416.36048872,24179.3760067,15965.615113,19343.099745,36961.9627076,9898.15253327,0,7
15733.2943869,5241.15688048,4523.49183477,20873.5085588,25514.9038314,27005.734647,30792.323817,42261.7527715,0,6
1977.79130944,13198.2937962,18596.4424292,16782.6834637,21471.3508572,29338.5291239,23175.795798,36864.327312,0,7
13319.6560755,3850.06561683,7920.3585989,20364.9386176,24165.0211474,24833.4589472,23533.8954622,24907.6724569,0,6
22510.6494185,2844.8903644,24979.7658089,17045.2514794,8125.38838197,28091.0523604,25551.422943,33782.1769877,0,7
9965.05275829,3528.80724677,22114.4152322,18611.4143749,26539.3935844,22742.4758881,12060.2442152,24180.7241294,0,6
18434.0896973,3099.98917195,23033.7442104,17576.2239055,23814.0107465,26486.5648435,16650.1984187,22891.3584334,0,7
26920.7419113,-1200,19998.8952335,17695.4461213,24458.4293365,13408.8699156,29786.4545952,29395.3261773,0,6
23798.3762862,-1200,31908.0184837,11226.7274403,24263.2568578,13031.6693706,31183.5385112,21357.6767129,0,7
23078.1405393,5062.6670207,18128.468238,27493.9146215,32910.2344065,4845.15836817,33697.8472465,18340.5226886,0,6
12617.8907787,2930.20670725,19328.5438024,21982.588873,19889.2308185,23155.421484,6645.86102662,17944.6943887,0,7
26772.9760916,4052.43969514,34971.0061848,29891.2589325,31790.4994942,30349.9632458,23939.1072776,16048.448287,0,6
22194.2335014,-1200,23799.364204,28171.2220498,24231.3531129,44609.7572233,38866.2305296,14717.2830753,0,7
