17332.5346857, 6259.22709352, 19425.6392757, 14315.3182085, 28835.761558, 27653.2601595, 16711.747076, 2,0.6
15105.2162307, -1200, 23608.1703926, 14011.4955231, 14805.7141329, 19950.151853, 10488.6176739, 0,0.6
30051.0998372, -1200, 17946.183513, 17554.1551702, 22751.6593211, 28014.5489094, 11888.3905443, 2,0.6
10213.5978359, 3956.92839364, 8578.76147844, 40514.9545504, 10535.7858026, 7611.30211391, 27591.116019, 0,0.6
23284.4511272, 4097.04014478, 21597.0110857, 10788.5758018, 32826.4401762, 5977.33655498, 20698.5023211, 2,0.6
14928.9544876, 5842.58453027, 22548.1238427, 29992.7966511, 19073.5217461, 6369.07640606, 23043.2973314, 0,0.6
23872.1276693, 4468.87349189, 32005.4192257, 16817.5282458, 24221.8408451, 13243.5881575, 22237.2004931, 2,0.6
10817.2947549, 8144.0127694, 16163.694152, 25715.2477781, 16908.328634, 18239.0588013, 20240.8324434, 0,0.6
16521.88802, 5280.57337897, 16329.62624, 14799.0642896, 28339.6165942, 18169.4123001, 19778.8444198, 2,0.6
24357.2389151, 2860.22118133, 18254.7295461, 12225.9786183, 24711.5783346, 33882.549532, 18475.9393206, 0,0.6
13323.3667973, -1200, 17364.4943755, 13150.4027889, 20815.4323389, 12695.9184738, 15521.5155784, 2,0.6
14055.6692249, 7138.01064836, 6527.31729923, 24595.3700356, 19966.330104, 21643.9763922, 22343.9477236, 0,0.6
15591.6970255, 4577.01855113, 28127.9233264, 24052.9618215, 23577.4422018, 29290.5360646, 15735.117632, 2,0.6
21157.6562286, -1200, 14631.0745124, 24359.7208178, 18478.0769462, 23626.1505674, 20231.4265691, 0,0.6
